Character,Ваш персонаж женского пола?,У него черные волосы?,Носит ли он головной убор?,Есть ли у него шрамы; татуировки или особые отметины на лице?,Носит ли он очки или повязку на глазу?,Он выглядит как ребенок?,У него явно нечеловеческая внешность?,Использует ли он меч как основное оружие?,Сражается в дальем бою?,Сражается в рукопашку?,Можеи призывать существ(фамильяров),Может исцелять себя и других?,Состоит в официальной организации(служитель закона),Является ли он преступником(пиратом разбойником),Является ли он лидером своеё группы,Персонаж из знатного рода(по праву крови)?,Этот персонаж был в 1 сезоне?,Этот персонаж мертв на текущий момент?,Сражался ли ваш персонаж против главного героя?,Является ли персонаж учителем или наставником?,Является ли он обычным человеком?,Является ли он чьим-то слугой или подчиненным?,Является ли он синигами (проводником душ)?,Является ли он квинси?,Является ли он пустым или арранкаром?,Является ли он модифицированной душой?,Является ли он материализованным духом занпакто?,Является ли он божеством (прародителем высшим существом)?,Достиг ли этот персонаж банкая?,Светлые ли у персонажа волосы (блондин; седой или белый)?,У этого персонажа неестественный цвет волос (розовый; синий; зеленый)?,Надевает ли персонаж маску на лицо (или имеет ее фрагмент) во время боя?,Связаны ли боевые способности персонажа с конкретной стихией (огонь; лед; вода)?,Использует ли персонаж в бою яд; иллюзии или контроль разума?,Является ли этот персонаж ученым или изобретателем?,Есть ли у этого персонажа брат или сестра; также участвующие в сюжете?,Предавал ли этот персонаж свою изначальную организацию (является ли перебежчиком)?,Выделяется ли персонаж огромным ростом и габаритами (значительно крупнее остальных)?,Съел ли персонаж Дьявольский фрукт?,Относится ли Дьявольский фрукт к типу Парамеция?,Относится ли Дьявольский фрукт к типу Логия?,Относится ли Дьявольский фрукт к типу Обычный Зоан?,Относится ли Дьявольский фрукт к типу Древний Зоан?,Относится ли Дьявольский фрукт к типу Мифический Зоан?,Является ли Дьявольский фрукт Искусственным Зоаном (Смайлом)?,Обладает ли персонаж фруктом Гура Гура но Ми (Землетрясение)?,Обладает ли персонаж фруктом Сору Сору но Ми (Душа)?,Обладает ли персонаж фруктом Уо Уо но Ми модель: Лазурный Дракон?,Обладает ли персонаж фруктом Сукэ Сукэ но Ми (Прозрачность)?,Обладает ли персонаж фруктом Мера Мера но Ми (Огонь)?,Является ли персонаж Ёнко (Императором Моря)?,Был ли персонаж Ёнко?,Был ли персонаж Шичибукаем (Морским Лордом)?,Является ли персонаж Синъути (Звездным исполнителем Пиратов Зверей)?,Является ли персонаж Старшей Звездой (Бедствием Пиратов Зверей)?,Является ли персонаж Генералом-Сладостью (Пиратов Большой Мамочки)?,Был ли персонаж офицером-агентом (Барок Воркс)?,Был ли персонаж агентом Фронтира (Барок Воркс)?,Является ли персонаж брокером Подполья?,Является ли персонаж жрецом Энеля?,Является ли персонаж воином Шандии?,Входит ли персонаж в Тройку Мушкетеров Инуараси?,Был ли персонаж Кингсбёрдом (вестником королей Минков)?,Происходит ли персонаж с Ред Лайн (Мариджоа)?,Происходит ли персонаж с Острова Рыболюдей (Королевство Рюгу)?,Происходит ли персонаж из Королевства Рюгу (Гранд Лайн)?,Происходит ли персонаж с Эльбафа (Гранд Лайн)?,Происходит ли персонаж с Небесного Острова Скайпия?,Происходит ли персонаж со Скайпии (Гранд Лайн)?,Происходит ли персонаж с Небесного Острова Бирка?,Происходит ли персонаж из Калм Белт (Амазон Лили)?,Происходит ли персонаж из Княжества Мокомо (Гранд Лайн)?,Появлялся ли персонаж в арке Уотер 7 / Эниес Лобби?,Появлялся ли персонаж в арке Скайпия?,Появлялся ли персонаж в арке Остров Рыболюдей?,Появлялся ли персонаж в арке Страна Вано?,Появлялся ли персонаж в арке Дрессроза?,Появлялся ли персонаж в арке Пирожный Остров?,Появлялся ли персонаж в ранних арках саги Арабасты?,Появлялся ли персонаж в арке Архипелаг Сабаоди?,Появлялся ли персонаж в арке Маринфорд?,Появлялся ли персонаж в арке Панк Хазард?,Появлялся ли персонаж в арке Барати?,Появлялся ли персонаж в арке Арабаста?,Появлялся ли персонаж в арке Триллер Барк?,Появлялся ли персонаж в арке Импел Даун?,Появлялся ли персонаж в арке Арлонг Парк?,Появлялся ли персонаж в арке Дзо?,Появлялся ли персонаж в арке Логтаун?,Появлялся ли персонаж в арке Левели (Совет Королей)?,Появлялся ли персонаж в арке Амазон Лили?,Был ли персонаж узником Импел Даун?,Является ли персонаж узником Импел Даун?,Unnamed: 94
Kokichiro Takezoe,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Kokichiro Takezoe,-1.0,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.0,-0.7,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-0.7,0.0,0.0,-0.7,-1.0,-1.0,0.0,0.0,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,-1.0,-0.7,-0.7,-1.0,0.0,-0.7,0.0,-1.0,-0.7,-1.0,0.0,-1.0,-0.7,-0.7,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,0.0,-0.7,0.0,-0.7,0.0,0.0,-0.7,-1.0,0.0,-0.7,0.0,-0.7,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,
Kokichiro Takezoe,-0.7,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,0.0,0.0,-0.7,-1.0,-0.7,0.7,-1.0,0.0,-0.7,0.0,-1.0,-1.0,0.0,-0.7,-0.7,0.7,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,0.0,-0.7,-0.7,0.0,-0.7,0.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,0.0,-0.7,-0.7,-1.0,0.0,-0.7,-0.7,-0.7,-1.0,-0.7,0.0,-1.0,-0.7,0.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-0.7,-0.7,0.0,-0.7,0.0,-0.7,-0.7,
Izaemon Todo,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Izaemon Todo,-0.7,0.0,0.7,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-0.7,-1.0,0.0,0.7,-0.7,-1.0,-1.0,-0.7,0.0,-0.7,-1.0,-0.7,-1.0,0.0,0.0,-0.7,-0.7,0.0,-0.7,-0.7,0.0,-0.7,-0.7,0.0,-0.7,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,0.0,-0.7,-0.7,-1.0,0.0,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,0.0,0.0,0.0,-0.7,0.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-0.7,0.0,0.0,-0.7,-0.7,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,
Izaemon Todo,-0.7,0.7,0.7,-0.7,0.0,-0.7,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,-0.7,0.0,-0.7,0.0,-1.0,-0.7,0.7,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-0.7,-0.7,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,-0.7,-1.0,-0.7,0.0,0.0,-1.0,-0.7,-0.7,-1.0,-0.7,-0.7,-1.0,0.0,0.0,-0.7,-0.7,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-0.7,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,0.0,-1.0,0.0,-0.7,-0.7,0.0,0.0,
Riku Togakushi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Riku Togakushi,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,0.0,1.0,-1.0,-0.7,-1.0,-1.0,0.7,-0.7,-0.7,-0.7,-0.7,0.7,-0.7,-0.7,0.0,-0.7,1.0,-1.0,-0.7,-1.0,-0.7,0.0,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.7,-0.7,-1.0,0.0,-1.0,-0.7,0.0,-0.7,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-0.7,0.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-1.0,-0.7,
Riku Togakushi,0.0,0.0,-0.7,-0.7,0.0,-1.0,-0.7,1.0,0.0,-0.7,-0.7,-1.0,0.7,-0.7,-0.7,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-1.0,0.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,-0.7,0.0,-0.7,-1.0,
Rin Tsubokura,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Rin Tsubokura,0.0,-1.0,-0.7,-0.7,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-0.7,0.7,-0.7,-0.7,0.0,1.0,-1.0,0.0,-1.0,-0.7,-0.7,0.7,-0.7,-1.0,0.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-0.7,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,0.0,-1.0,-0.7,-0.7,0.0,0.0,-0.7,-0.7,-1.0,-0.7,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-0.7,0.0,-0.7,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,0.0,0.0,-0.7,-1.0,-0.7,-0.7,-1.0,
Rin Tsubokura,1.0,-1.0,-0.7,-0.7,-1.0,1.0,-0.7,1.0,-1.0,-0.7,-0.7,-1.0,0.7,-1.0,-0.7,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,0.0,0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,-0.7,0.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,-0.7,-1.0,-1.0,0.0,0.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,0.0,-1.0,-0.7,-1.0,0.0,-1.0,0.0,-0.7,-0.7,0.0,0.0,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,
Tessai Tsukabishi,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Tessai Tsukabishi,-1.0,0.7,-0.7,-1.0,0.7,-0.7,-0.7,-1.0,-0.7,1.0,-0.7,0.7,0.7,-1.0,0.7,0.0,1.0,0.0,-0.7,0.7,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-0.7,-1.0,-1.0,-0.7,-0.7,0.0,-0.7,1.0,0.0,-1.0,-1.0,-0.7,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,0.0,-0.7,0.0,-1.0,-1.0,-0.7,-0.7,-0.7,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,
Tessai Tsukabishi,-0.7,1.0,-1.0,-1.0,0.7,-0.7,0.0,-0.7,0.0,1.0,-1.0,0.0,0.7,0.0,1.0,-1.0,0.7,-1.0,-0.7,0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.0,-0.7,-1.0,-0.7,0.0,-1.0,-0.7,-0.7,-1.0,-0.7,0.0,0.0,-1.0,-1.0,0.0,-0.7,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-1.0,0.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-0.7,-0.7,-0.7,0.0,-1.0,0.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,0.0,-0.7,0.0,-0.7,-0.7,-1.0,0.0,
Toshimori Umesada,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Toshimori Umesada,-0.7,0.7,-0.7,-0.7,0.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,0.7,-0.7,-1.0,0.0,0.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,-0.7,-1.0,0.0,-0.7,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-1.0,-0.7,0.0,-0.7,-1.0,-0.7,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,0.0,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-0.7,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-0.7,-0.7,-0.7,-1.0,0.0,-0.7,-0.7,-0.7,0.0,0.0,-0.7,-1.0,-0.7,-0.7,-1.0,-1.0,-0.7,-0.7,-0.7,
Toshimori Umesada,-1.0,0.7,-0.7,-1.0,-1.0,0.0,-0.7,1.0,0.0,-1.0,0.0,-1.0,1.0,-0.7,-1.0,-0.7,-0.7,0.0,-0.7,-0.7,-1.0,-1.0,0.7,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,0.0,-0.7,-1.0,-1.0,0.0,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,0.0,-1.0,-1.0,0.0,-0.7,-1.0,-0.7,0.0,0.0,-0.7,-1.0,0.0,-0.7,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-0.7,0.0,-0.7,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,-1.0,0.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,0.0,
Retsu Unohana,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Retsu Unohana,0.7,1.0,0.0,-0.7,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.7,1.0,-0.7,0.0,-0.7,0.7,0.7,-1.0,0.0,0.0,0.0,0.7,-0.7,-1.0,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,-0.7,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,0.0,-0.7,0.0,0.0,0.0,-0.7,-0.7,-1.0,-1.0,-0.7,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,
Retsu Unohana,0.7,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.7,1.0,-0.7,0.7,-0.7,0.0,0.7,-1.0,1.0,-0.7,-0.7,1.0,-1.0,-0.7,-0.7,-0.7,0.0,0.7,-0.7,-0.7,0.0,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,0.0,-0.7,0.0,0.0,-1.0,-1.0,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,0.0,-1.0,-0.7,-0.7,-0.7,
Hanataro Yamada,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
Hanataro Yamada,-0.7,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,0.0,-0.7,-0.7,-0.7,-0.7,-1.0,-0.7,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-0.7,0.0,-0.7,-1.0,0.0,0.0,-1.0,0.0,-0.7,-1.0,-0.7,0.0,-0.7,-1.0,0.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-1.0,-1.0,0.0,-0.7,-1.0,0.0,-0.7,-1.0,0.0,-0.7,-1.0,-1.0,
Hanataro Yamada,-0.7,0.7,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-0.7,-0.7,-0.7,1.0,0.7,-1.0,0.0,-0.7,1.0,-1.0,-0.7,-0.7,-0.7,0.0,0.7,-0.7,0.0,-0.7,-0.7,0.0,-1.0,-1.0,0.0,-0.7,0.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-0.7,-0.7,-0.7,0.0,-1.0,0.0,0.0,-0.7,-0.7,-0.7,-1.0,-1.0,0.0,-0.7,-1.0,-0.7,-0.7,-1.0,-0.7,-0.7,-1.0,0.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,-0.7,-0.7,0.0,-0.7,-1.0,-1.0,0.0,0.0,-1.0,-0.7,-0.7,0.0,0.0,0.0,
Seinosuke Yamada,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
